group,name,latency,bandwidth,upload_size,download_size,defer_decryption,proxy,time_preprocess,time_online,time_total,uploaded_preprocess,downloaded_preprocess,uploaded_online,downloaded_online,uploaded_total,downloaded_total,heap_max_bytes
mpc_reveal_recv,,20,20,1024,20480,true,false,13206,1047,14533,29873014,3299363,735997,21219,30691233,3801108,
mpc_reveal_recv,,20,20,1024,20480,true,false,13194,1046,14516,29873014,3299363,735997,21219,30691065,3801108,
mpc_reveal_recv,,20,20,1024,20480,true,false,13200,1046,14522,29873014,3299363,735662,21219,30691051,3801108,
mpc_reveal_recv,,20,20,1024,30720,true,false,13174,1048,14504,29873084,3299391,746237,21219,30711643,3801136,
mpc_reveal_recv,,20,20,1024,30720,true,false,13236,1048,14567,29873042,3299363,745902,21219,30711685,3801108,
mpc_reveal_recv,,20,20,1024,30720,true,false,13252,1047,14590,29873014,3299363,746237,21219,30711867,3801108,
mpc_reveal_recv,,20,20,1024,30720,true,false,13191,1048,14524,29873056,3299363,746237,21219,30711741,3801108,
mpc_reveal_recv,,20,20,1024,30720,true,false,13198,1045,14528,29873014,3299363,746237,21219,30711867,3801108,
mpc_reveal_recv,,20,20,1024,30720,true,false,13210,1046,14541,29873014,3299363,746237,21219,30711573,3801108,
mpc_reveal_recv,,20,20,1024,30720,true,false,13187,1052,14519,29873014,3299363,746237,21219,30711629,3801108,
mpc_reveal_recv,,20,20,1024,30720,true,false,13204,1053,14541,29873014,3299363,746237,21219,30711867,3801108,
mpc_reveal_recv,,20,20,1024,30720,true,false,13198,1045,14527,29873014,3299363,746237,21219,30711867,3801108,
mpc_reveal_recv,,20,20,1024,30720,true,false,13203,1046,14533,29873014,3299363,746237,21219,30711587,3801108,
mpc_reveal_recv,,20,20,1024,40960,true,false,13201,1055,14543,29873014,3299363,757354,21219,30733224,3801108,
mpc_reveal_recv,,20,20,1024,40960,true,false,13199,1048,14539,29873042,3299391,757354,21219,30733252,3801136,
mpc_reveal_recv,,20,20,1024,40960,true,false,13213,1047,14551,29873014,3299363,757354,21219,30733224,3801108,
mpc_reveal_recv,,20,20,1024,40960,true,false,13215,1048,14553,29873014,3299363,757354,21219,30733224,3801108,
mpc_reveal_recv,,20,20,1024,40960,true,false,13199,1049,14536,29873056,3299363,757354,21219,30733266,3801108,
mpc_reveal_recv,,20,20,1024,40960,true,false,13203,1045,14540,29873014,3299363,757354,21219,30733224,3801108,
mpc_reveal_recv,,20,20,1024,40960,true,false,13220,1045,14558,29873014,3299363,757354,21219,30733224,3801108,
mpc_reveal_recv,,20,20,1024,40960,true,false,13187,1045,14523,29873014,3299363,757354,21219,30732944,3801108,
mpc_reveal_recv,,20,20,1024,40960,true,false,13191,1045,14522,29873014,3299363,757354,21219,30732930,3801108,
mpc_reveal_recv,,20,20,1024,40960,true,false,13220,1051,14559,29873056,3299363,757354,21219,30733266,3801108,
mpc_reveal_recv,,20,20,1024,51200,true,false,13205,1102,14604,29873014,3299363,768563,21219,30754687,3801108,
mpc_reveal_recv,,20,20,1024,51200,true,false,13186,1096,14576,29873056,3299363,768563,21219,30754337,3801108,
mpc_reveal_recv,,20,20,1024,51200,true,false,13182,1101,14574,29873056,3299363,768563,21219,30754435,3801108,
mpc_reveal_recv,,20,20,1024,51200,true,false,13180,1095,14567,29873014,3299363,768563,21219,30754281,3801108,
mpc_reveal_recv,,20,20,1024,51200,true,false,13224,1107,14622,29873014,3299363,768563,21219,30754687,3801108,
mpc_reveal_recv,,20,20,1024,51200,true,false,13204,1101,14600,29873014,3299363,768563,21219,30754393,3801108,
mpc_reveal_recv,,20,20,1024,51200,true,false,13220,1096,14611,29873014,3299363,768563,21219,30754687,3801108,
mpc_reveal_recv,,20,20,1024,51200,true,false,13205,1101,14601,29873014,3299363,768563,21219,30754491,3801108,
mpc_reveal_recv,,20,20,1024,51200,true,false,13210,1101,14603,29873014,3299363,768563,21219,30754687,3801108,
mpc_reveal_recv,,20,20,1024,51200,true,false,13206,1101,14603,29873014,3299363,768563,21219,30754687,3801108,
proxy_redact_recv,,20,20,1024,1024,true,true,840,409,1636,451702,1093382,112291,2931,680932,1704965,
proxy_redact_recv,,20,20,1024,1024,true,true,859,408,1663,451702,1093382,112291,2931,691190,1704965,
proxy_redact_recv,,20,20,1024,1024,true,true,861,406,1655,451702,1093382,112291,2931,681795,1704965,
proxy_redact_recv,,20,20,1024,1024,true,true,857,408,1657,451702,1093382,112291,2931,691190,1704965,
proxy_redact_recv,,20,20,1024,1024,true,true,859,406,1659,451702,1093382,112291,2931,691190,1704965,
proxy_redact_recv,,20,20,1024,1024,true,true,860,410,1653,451702,1093382,112291,2931,691190,1704965,
proxy_redact_recv,,20,20,1024,1024,true,true,857,411,1667,451702,1093382,112291,2931,691190,1704965,
proxy_redact_recv,,20,20,1024,1024,true,true,859,409,1661,451702,1093382,112291,2931,691190,1704965,
proxy_redact_recv,,20,20,1024,1024,true,true,857,403,1641,451702,1093382,112291,2931,691190,1704965,
proxy_redact_recv,,20,20,1024,1024,true,true,856,405,1645,451702,1093382,112291,2931,691190,1704965,
proxy_redact_recv,,20,20,1024,2048,true,true,857,407,1657,451702,1093382,112291,3955,748570,1705989,
proxy_redact_recv,,20,20,1024,2048,true,true,858,405,1657,451702,1093382,112291,3955,748444,1705989,
proxy_redact_recv,,20,20,1024,2048,true,true,858,406,1661,451702,1093382,112291,3955,748570,1705989,
proxy_redact_recv,,20,20,1024,2048,true,true,859,406,1665,451702,1093382,112291,3955,748570,1705989,
proxy_redact_recv,,20,20,1024,2048,true,true,859,404,1656,451702,1093382,112291,3955,748570,1705989,
proxy_redact_recv,,20,20,1024,2048,true,true,858,406,1654,451702,1093382,112291,3955,748570,1705989,
proxy_redact_recv,,20,20,1024,2048,true,true,855,405,1654,451702,1093382,112291,3955,748570,1705989,
proxy_redact_recv,,20,20,1024,2048,true,true,860,413,1665,451702,1093382,112291,3955,748570,1705989,
proxy_redact_recv,,20,20,1024,2048,true,true,856,406,1657,451702,1093382,112291,3955,748570,1705989,
proxy_redact_recv,,20,20,1024,2048,true,true,856,405,1662,451702,1093382,112291,3955,748570,1705989,
proxy_redact_recv,,20,20,1024,5120,true,true,859,406,2010,451702,1093382,112291,7027,921224,1837173,
proxy_redact_recv,,20,20,1024,5120,true,true,841,403,1995,451702,1093382,112291,7027,921224,1837173,
proxy_redact_recv,,20,20,1024,5120,true,true,844,405,1995,451702,1093382,112291,7027,921224,1837173,
proxy_redact_recv,,20,20,1024,5120,true,true,841,413,1996,451702,1093382,112291,7027,921224,1837173,
proxy_redact_recv,,20,20,1024,5120,true,true,843,404,1991,451702,1093382,112291,7027,921224,1837173,
proxy_redact_recv,,20,20,1024,5120,true,true,843,403,2001,451702,1093382,112291,7027,921224,1837173,
proxy_redact_recv,,20,20,1024,5120,true,true,842,405,1989,451702,1093382,112291,7027,921224,1837173,
proxy_redact_recv,,20,20,1024,5120,true,true,841,406,1994,451702,1093382,112291,7027,921224,1837173,
proxy_redact_recv,,20,20,1024,5120,true,true,840,404,1999,451702,1093382,112291,7027,921224,1837173,
proxy_redact_recv,,20,20,1024,5120,true,true,840,413,2001,451702,1093382,112291,7027,921224,1837173,
proxy_redact_recv,,20,20,1024,10240,true,true,840,404,2315,451702,1093382,112292,12162,1208379,1906364,
proxy_redact_recv,,20,20,1024,10240,true,true,850,406,2322,451702,1093382,112292,12162,1208379,1906364,
proxy_redact_recv,,20,20,1024,10240,true,true,853,412,2316,451702,1093382,112292,12162,1208379,1906364,
proxy_redact_recv,,20,20,1024,10240,true,true,855,402,2332,451702,1093382,112292,12162,1208379,1906364,
proxy_redact_recv,,20,20,1024,10240,true,true,856,408,2325,451702,1093382,112292,12162,1208379,1906364,
proxy_redact_recv,,20,20,1024,10240,true,true,856,405,2329,451702,1093382,112292,12162,1208379,1906364,
proxy_redact_recv,,20,20,1024,10240,true,true,853,406,2317,451702,1093382,112292,12162,1208379,1906364,
proxy_redact_recv,,20,20,1024,10240,true,true,854,404,2334,451702,1093382,112292,12162,1208379,1906364,
proxy_redact_recv,,20,20,1024,10240,true,true,853,404,2312,451702,1093382,112292,12162,1208379,1906364,
proxy_redact_recv,,20,20,1024,10240,true,true,853,404,2317,451702,1093382,112292,12162,1208379,1906364,
proxy_redact_recv,,20,20,1024,20480,true,true,856,452,2762,451702,1093382,113027,22445,1785140,2461221,
proxy_redact_recv,,20,20,1024,20480,true,true,851,458,2762,451702,1093382,113027,22445,1785140,2461221,
proxy_redact_recv,,20,20,1024,20480,true,true,850,456,2761,451702,1093382,113027,22445,1785140,2461221,
proxy_redact_recv,,20,20,1024,20480,true,true,849,457,2763,451702,1093382,113027,22445,1785140,2461221,
proxy_redact_recv,,20,20,1024,20480,true,true,851,456,2769,451702,1093382,113027,22445,1785140,2461221,
proxy_redact_recv,,20,20,1024,20480,true,true,858,456,2775,451702,1093382,113027,22445,1785140,2461221,
proxy_redact_recv,,20,20,1024,20480,true,true,854,455,2766,451702,1093382,113027,22445,1785140,2461221,
proxy_redact_recv,,20,20,1024,20480,true,true,851,454,2760,451702,1093382,113027,22445,1785140,2461221,
proxy_redact_recv,,20,20,1024,20480,true,true,859,454,2788,451702,1093382,113027,22445,1785140,2461221,
proxy_redact_recv,,20,20,1024,20480,true,true,857,457,2773,451702,1093382,113027,22445,1785140,2461221,
proxy_redact_recv,,20,20,1024,30720,true,true,850,456,3400,451702,1093382,113027,32713,2359982,2727727,
proxy_redact_recv,,20,20,1024,30720,true,true,849,455,3390,451702,1093382,113027,32713,2359982,2727727,
proxy_redact_recv,,20,20,1024,30720,true,true,858,455,3440,451702,1093382,113027,32713,2359982,2727727,
proxy_redact_recv,,20,20,1024,30720,true,true,859,460,3446,451702,1093382,113027,32713,2359982,2727727,
proxy_redact_recv,,20,20,1024,30720,true,true,855,457,3426,451702,1093382,113027,32713,2359982,2727727,
proxy_redact_recv,,20,20,1024,30720,true,true,855,458,3434,451702,1093382,113027,32713,2359982,2727727,
proxy_redact_recv,,20,20,1024,30720,true,true,856,463,3416,451702,1093382,112710,32713,2359982,2727727,
proxy_redact_recv,,20,20,1024,30720,true,true,856,456,3428,451702,1093382,113027,32713,2359982,2727727,
proxy_redact_recv,,20,20,1024,30720,true,true,856,456,3450,451702,1093382,113027,32713,2359982,2727727,
proxy_redact_recv,,20,20,1024,30720,true,true,854,463,3449,451702,1093382,113027,32713,2359982,2727727,
proxy_redact_recv,,20,20,1024,40960,true,true,858,456,4260,451702,1093382,113762,42996,2934853,2802150,
proxy_redact_recv,,20,20,1024,40960,true,true,851,457,4256,451702,1093382,113363,42996,2934881,2802150,
proxy_redact_recv,,20,20,1024,40960,true,true,855,456,4249,451702,1093382,113762,42996,2934853,2802150,
proxy_redact_recv,,20,20,1024,40960,true,true,843,458,4237,451702,1093382,113762,42996,2934853,2802150,
proxy_redact_recv,,20,20,1024,40960,true,true,853,458,4258,451702,1093382,113762,42996,2934839,2802150,
proxy_redact_recv,,20,20,1024,40960,true,true,855,453,4250,451702,1093382,113762,42996,2934867,2802150,
