group,name,latency,bandwidth,upload_size,download_size,defer_decryption,time_preprocess,time_online,time_total,uploaded_preprocess,downloaded_preprocess,uploaded_online,downloaded_online,uploaded_total,downloaded_total,heap_max_bytes
bandwidth_sweep,,25,100,1024,2048,true,3884,1465,6592,29872240,3297753,716184,21215,30769959,3991662,
bandwidth_sweep,,25,100,1024,2048,true,3919,1466,6613,29872240,3297767,716184,21215,30769959,3991676,
bandwidth_sweep,,25,100,1024,2048,true,3907,1466,6620,29872198,3297753,716184,21215,30769917,3991662,
bandwidth_sweep,,25,100,1024,2048,true,3870,1470,6551,29872240,3297781,716184,21215,30769959,3991690,
bandwidth_sweep,,25,250,1024,2048,true,2511,1437,5180,29872100,3297515,716170,21201,30769805,3991410,
bandwidth_sweep,,25,250,1024,2048,true,2490,1458,5167,29872100,3297501,716184,21201,30769805,3991396,
bandwidth_sweep,,25,250,1024,2048,true,2567,1432,5228,29872114,3297515,716170,21201,30769819,3991410,
bandwidth_sweep,,25,250,1024,2048,true,2488,1459,5184,29872100,3297501,716184,21201,30769805,3991396,
bandwidth_sweep,,25,250,1024,2048,true,2510,1467,5217,29872100,3297529,716184,21201,30769805,3991424,
bandwidth_sweep,,25,250,1024,2048,true,2515,1459,5193,29872128,3297529,716184,21201,30769847,3991424,
bandwidth_sweep,,25,250,1024,2048,true,2471,1467,5172,29872100,3297487,716184,21201,30769805,3991382,
bandwidth_sweep,,25,250,1024,2048,true,2442,1467,5150,29872100,3297515,716184,21201,30769805,3991410,
bandwidth_sweep,,25,250,1024,2048,true,2537,1432,5202,29872086,3297501,716170,21201,30769791,3991396,
bandwidth_sweep,,25,250,1024,2048,true,2434,1430,5098,29872100,3297515,716170,21201,30769791,3991410,
bandwidth_sweep,,25,500,1024,2048,true,2040,1430,4738,29872044,3297333,716170,21229,30769749,3991256,
bandwidth_sweep,,25,500,1024,2048,true,2146,1435,4800,29872044,3297347,716170,21215,30769749,3991256,
bandwidth_sweep,,25,500,1024,2048,true,2051,1437,4725,29872044,3297333,716170,21215,30769749,3991242,
bandwidth_sweep,,25,500,1024,2048,true,2088,1489,4816,29872030,3297347,716170,21215,30769721,3991256,
bandwidth_sweep,,25,500,1024,2048,true,2133,1485,4852,29872044,3297347,716170,21215,30769749,3991256,
bandwidth_sweep,,25,500,1024,2048,true,2035,1481,4744,29872030,3297319,716170,21215,30769735,3991228,
bandwidth_sweep,,25,500,1024,2048,true,2035,1484,4750,29872030,3297319,716170,21215,30769735,3991228,
bandwidth_sweep,,25,500,1024,2048,true,2070,1436,4738,29872044,3297347,716170,21201,30769749,3991242,
bandwidth_sweep,,25,500,1024,2048,true,2016,1484,4728,29872016,3297347,716170,21215,30769721,3991256,
bandwidth_sweep,,25,500,1024,2048,true,2024,1484,4743,29872044,3297319,716170,21215,30769749,3991228,
bandwidth_sweep,,25,1000,1024,2048,true,2101,1464,4793,29872072,3297403,716184,21215,30769777,3991312,
bandwidth_sweep,,25,1000,1024,2048,true,1939,1484,4676,29872044,3297319,716170,21229,30769735,3991242,
bandwidth_sweep,,25,1000,1024,2048,true,2081,1520,4830,29872044,3297347,716184,21215,30769763,3991256,
bandwidth_sweep,,25,1000,1024,2048,true,1951,1440,4623,29872030,3297347,716170,21201,30769735,3991242,
bandwidth_sweep,,25,1000,1024,2048,true,1939,1443,4633,29872030,3297333,716170,21201,30769735,3991228,
bandwidth_sweep,,25,1000,1024,2048,true,1895,1475,4606,29872030,3297347,716170,21215,30769735,3991256,
bandwidth_sweep,,25,1000,1024,2048,true,1982,1486,4704,29872016,3297361,716170,21215,30769707,3991270,
bandwidth_sweep,,25,1000,1024,2048,true,2022,1511,4757,29872016,3297333,716184,21215,30769735,3991242,
bandwidth_sweep,,25,1000,1024,2048,true,1886,1432,4550,29872016,3297333,716170,21215,30769721,3991242,
bandwidth_sweep,,25,1000,1024,2048,true,2001,1432,4669,29872030,3297347,716170,21215,30769735,3991256,
