group,name,latency,bandwidth,upload_size,download_size,defer_decryption,time_preprocess,time_online,time_total,uploaded_preprocess,downloaded_preprocess,uploaded_online,downloaded_online,uploaded_total,downloaded_total,heap_max_bytes
,,1,1000,1024,4096,True,3791,1801,5600,33561844,3424729,1018350,21113,34598011,3445842,
,,1,1000,1024,4096,True,3570,1663,5240,33561844,3424729,1018350,21113,34598011,3445842,
,,1,1000,1024,4096,True,3605,1785,5398,33561844,3424729,1018371,21113,34598032,3445842,
bandwidth_sweep,,25,5,1024,2048,True,59562,2753,62344,33562168,3425425,903950,21113,34477785,3446538,
bandwidth_sweep,,25,5,1024,2048,True,59557,2674,62267,33562168,3425557,903938,21101,34477773,3446658,
bandwidth_sweep,,25,5,1024,2048,True,59383,2688,62092,33562312,3425473,903962,21113,34477941,3446586,
bandwidth_sweep,,25,5,1024,2048,True,59570,2731,62328,33562252,3425569,903962,21137,34477881,3446706,
bandwidth_sweep,,25,5,1024,2048,True,59456,2704,62199,33562168,3425413,903938,21113,34477773,3446526,
bandwidth_sweep,,25,5,1024,2048,True,59540,2664,62245,33562324,3425725,903938,21101,34477929,3446826,
bandwidth_sweep,,25,5,1024,2048,True,59514,2810,62372,33562156,3425425,903938,21101,34477761,3446526,
bandwidth_sweep,,25,5,1024,2048,True,59571,2639,62245,33562252,3425569,903950,21113,34477869,3446682,
bandwidth_sweep,,25,5,1024,2048,True,59409,2635,62071,33562312,3425473,903950,21113,34477929,3446586,
bandwidth_sweep,,25,5,1024,2048,True,59564,2669,62257,33562504,3425917,903950,21113,34478121,3447030,
bandwidth_sweep,,25,10,1024,2048,True,31320,2231,33570,33562132,3425509,903950,21125,34477749,3446634,
bandwidth_sweep,,25,10,1024,2048,True,31324,2273,33614,33562216,3425629,903950,21125,34477833,3446754,
bandwidth_sweep,,25,10,1024,2048,True,31370,2262,33649,33562216,3425701,903950,21125,34477833,3446826,
bandwidth_sweep,,25,10,1024,2048,True,31260,2251,33529,33562156,3425341,903938,21113,34477761,3446454,
bandwidth_sweep,,25,10,1024,2048,True,31326,2244,33589,33562204,3425533,903938,21113,34477809,3446646,
bandwidth_sweep,,25,10,1024,2048,True,31328,2318,33664,33562228,3425605,903950,21125,34477845,3446730,
bandwidth_sweep,,25,10,1024,2048,True,31311,2314,33646,33562348,3425605,903974,21149,34477989,3446754,
bandwidth_sweep,,25,10,1024,2048,True,31249,2238,33507,33562288,3425617,903950,21113,34477905,3446730,
bandwidth_sweep,,25,10,1024,2048,True,31309,2207,33536,33562228,3425593,903938,21113,34477833,3446706,
bandwidth_sweep,,25,10,1024,2048,True,31332,2266,33617,33562216,3425629,903950,21125,34477833,3446754,
bandwidth_sweep,,25,20,1024,2048,True,17277,2060,19356,33562264,3425665,903938,21113,34477869,3446778,
bandwidth_sweep,,25,20,1024,2048,True,17190,2078,19286,33562192,3425437,903938,21101,34477797,3446538,
bandwidth_sweep,,25,20,1024,2048,True,17238,2053,19312,33562192,3425437,903938,21113,34477797,3446550,
bandwidth_sweep,,25,20,1024,2048,True,17310,2160,19489,33562528,3426409,903950,21113,34478145,3447522,
bandwidth_sweep,,25,20,1024,2048,True,17204,2061,19282,33562348,3425953,903938,21113,34477953,3447066,
bandwidth_sweep,,25,20,1024,2048,True,17227,2155,19400,33562372,3426073,903938,21101,34477977,3447174,
bandwidth_sweep,,25,20,1024,2048,True,17312,2087,19418,33562528,3426409,903950,21113,34478145,3447522,
bandwidth_sweep,,25,20,1024,2048,True,17173,2042,19234,33562192,3425449,903938,21113,34477797,3446562,
bandwidth_sweep,,25,20,1024,2048,True,17290,2218,19527,33562252,3425665,903938,21113,34477857,3446778,
bandwidth_sweep,,25,20,1024,2048,True,17206,2074,19300,33562252,3425737,903938,21113,34477857,3446850,
bandwidth_sweep,,25,50,1024,2048,True,8888,2271,11177,33561976,3425065,903974,21137,34477617,3446202,
bandwidth_sweep,,25,50,1024,2048,True,8854,1946,10819,33562000,3425209,903974,21137,34477641,3446346,
bandwidth_sweep,,25,50,1024,2048,True,8804,1903,10724,33562000,3425113,903974,21137,34477641,3446250,
bandwidth_sweep,,25,50,1024,2048,True,8829,1979,10827,33562024,3425257,903974,21137,34477665,3446394,
bandwidth_sweep,,25,50,1024,2048,True,8818,2015,10852,33561988,3425137,903974,21137,34477629,3446274,
bandwidth_sweep,,25,50,1024,2048,True,8765,1910,10694,33561964,3425125,903974,21137,34477605,3446262,
bandwidth_sweep,,25,50,1024,2048,True,8829,1885,10733,33562036,3425173,903974,21125,34477677,3446298,
bandwidth_sweep,,25,50,1024,2048,True,8788,2076,10883,33562072,3425293,903974,21125,34477713,3446418,
bandwidth_sweep,,25,50,1024,2048,True,8672,2037,10726,33562084,3425257,903974,21137,34477725,3446394,
bandwidth_sweep,,25,50,1024,2048,True,8734,1895,10646,33561976,3425077,903974,21137,34477617,3446214,
bandwidth_sweep,,25,100,1024,2048,True,6073,1995,8087,33561964,3425041,903950,21101,34477581,3446142,
bandwidth_sweep,,25,100,1024,2048,True,6079,1951,8049,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,6071,1984,8074,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,6035,1963,8017,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,5987,2052,8056,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,6104,2225,8347,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,5968,1966,7951,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,5973,2006,7998,33561916,3424861,903950,21113,34477533,3445974,
bandwidth_sweep,,25,100,1024,2048,True,6039,2064,8121,33561964,3425017,903950,21113,34477581,3446130,
bandwidth_sweep,,25,100,1024,2048,True,6067,1960,8043,33561952,3424921,903950,21113,34477569,3446034,
bandwidth_sweep,,25,250,1024,2048,True,4257,1963,6239,33561868,3424765,903950,21101,34477485,3445866,
,,1,1000,1024,4096,True,3717,1741,5467,33561844,3424729,1018338,21113,34597999,3445842,
,,1,1000,1024,4096,True,3543,1715,5268,33561844,3424717,1018371,21101,34598032,3445818,
,,1,1000,1024,4096,True,3514,1600,5118,33561844,3424729,1018350,21113,34598011,3445842,
bandwidth_sweep,,25,100,1024,2048,True,6071,2149,8238,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,6050,1966,8034,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,5927,1944,7889,33561964,3425017,903950,21113,34477581,3446130,
bandwidth_sweep,,25,100,1024,2048,True,5975,1981,7973,33561940,3424873,903950,21101,34477557,3445974,
bandwidth_sweep,,25,100,1024,2048,True,6072,1969,8061,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,6019,1948,7985,33561952,3424897,903950,21113,34477569,3446010,
bandwidth_sweep,,25,100,1024,2048,True,6011,2003,8032,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,6040,1965,8022,33561964,3425017,903950,21113,34477581,3446130,
bandwidth_sweep,,25,100,1024,2048,True,6001,1944,7964,33561964,3425041,903950,21113,34477581,3446154,
bandwidth_sweep,,25,100,1024,2048,True,5983,1973,7974,33561964,3425029,903950,21113,34477581,3446142,
bandwidth_sweep,,25,250,1024,2048,True,4274,1946,6239,33561868,3424765,903950,21101,34477485,3445866,
bandwidth_sweep,,25,250,1024,2048,True,4335,1956,6310,33561868,3424777,903950,21101,34477485,3445878,
bandwidth_sweep,,25,250,1024,2048,True,4250,2215,6483,33561880,3424765,903950,21101,34477497,3445866,
bandwidth_sweep,,25,250,1024,2048,True,4330,1956,6304,33561868,3424777,903950,21101,34477485,3445878,
bandwidth_sweep,,25,250,1024,2048,True,4317,1973,6310,33561868,3424753,903950,21101,34477485,3445854,
bandwidth_sweep,,25,250,1024,2048,True,4282,1997,6298,33561868,3424765,903950,21101,34477485,3445866,
bandwidth_sweep,,25,250,1024,2048,True,4332,1964,6313,33561880,3424789,903950,21101,34477497,3445890,
bandwidth_sweep,,25,250,1024,2048,True,4269,1964,6252,33561868,3424765,903950,21101,34477485,3445866,
bandwidth_sweep,,25,250,1024,2048,True,4226,2015,6260,33561868,3424765,903950,21101,34477485,3445866,
bandwidth_sweep,,25,250,1024,2048,True,4298,1956,6273,33561856,3424765,903950,21101,34477473,3445866,
bandwidth_sweep,,25,500,1024,2048,True,3865,2266,6150,33561844,3424729,903950,21113,34477461,3445842,
bandwidth_sweep,,25,500,1024,2048,True,3874,2033,5926,33561844,3424729,903950,21101,34477461,3445830,
bandwidth_sweep,,25,500,1024,2048,True,3813,2012,5844,33561844,3424717,903950,21113,34477461,3445830,
bandwidth_sweep,,25,500,1024,2048,True,3879,1961,5856,33561844,3424729,903950,21113,34477461,3445842,
bandwidth_sweep,,25,500,1024,2048,True,3817,2250,6085,33561844,3424729,903950,21101,34477461,3445830,
bandwidth_sweep,,25,500,1024,2048,True,3763,2041,5822,33561844,3424717,903950,21113,34477461,3445830,
bandwidth_sweep,,25,500,1024,2048,True,3878,1995,5889,33561844,3424717,903950,21113,34477461,3445830,
bandwidth_sweep,,25,500,1024,2048,True,3964,1972,5957,33561844,3424729,903950,21113,34477461,3445842,
bandwidth_sweep,,25,500,1024,2048,True,4079,2027,6124,33561844,3424729,903950,21113,34477461,3445842,
bandwidth_sweep,,25,500,1024,2048,True,4003,2065,6086,33561844,3424729,903950,21101,34477461,3445830,
bandwidth_sweep,,25,1000,1024,2048,True,3737,2003,5759,33561844,3424717,903950,21101,34477461,3445818,
bandwidth_sweep,,25,1000,1024,2048,True,3765,2010,5794,33561844,3424741,903950,21101,34477461,3445842,
